lineItem/UsageAccountId,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/ResourceId,lineItem/UnblendedCost,lineItem/UsageType,lineItem/Operation,resourceTags/user:team,resourceTags/user:environment
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-4b0e41bb,3.806600,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonS3,mlops-fs-000,0.625900,TimedStorage-ByteHrs,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonCloudWatch,log-group-devops-logs-003,0.733500,PutLogEvents,,platform,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonS3,mlops-fs-003,0.722500,TimedStorage-ByteHrs,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-001,3.321800,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-364e911f,5.026100,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonS3,mlops-fs-002,0.669200,TimedStorage-ByteHrs,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonCloudFront,E0000074909B06,1.241400,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-08debc74,7.866400,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-22ba8dc2,5.569300,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonCloudFront,E00000700D325B,1.051700,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AWSGlue,etl-pipeline-004,3.141600,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonRDS,apicore-db-001,5.700300,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-c4db32dc,1.860000,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-7863c1aa,2.145900,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AWSLambda,mlops-infer-001,1.294000,Lambda-GB-Second,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-0a01d162,0.886800,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-364e911f,4.525500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-003,2.579200,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-364e911f,4.262000,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-4c5db485,6.915000,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonRedshift,redshift-cluster-6484,9.804700,Node:dc2.large,,data,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AWSGlue,etl-pipeline-002,2.844900,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AWSGlue,etl-pipeline-004,1.850200,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-c4db32dc,1.967600,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-15740251,0.974200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-6a1c236a,7.372300,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonRDS,apicore-db-004,7.819100,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-ba77cb1b,3.984900,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonS3,mlops-fs-003,0.810400,TimedStorage-ByteHrs,,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonCloudWatch,log-group-devops-logs-003,0.983700,PutLogEvents,,platform,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-13342a56,9.140600,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonRDS,apicore-db-000,8.931700,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-f6558f02,3.833600,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AWSGlue,etl-pipeline-003,1.998200,DPU-Hour:JobRun,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonS3,orphan-bucket-000,0.353400,TimedStorage-ByteHrs,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonCloudWatch,log-group-devops-logs-003,1.056100,PutLogEvents,,platform,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AWSLambda,mlops-infer-001,1.720800,Lambda-GB-Second,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonCloudFront,E0000074909B06,1.203900,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AWSLambda,mlops-infer-002,1.528700,Lambda-GB-Second,,ml,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonRedshift,redshift-cluster-e3a2,14.761900,Node:dc2.large,,data,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-000,2.896700,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AWSLambda,mlops-infer-000,1.288100,Lambda-GB-Second,,ml,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-13342a56,8.933800,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-15fd63ca,4.072600,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-ba77cb1b,2.789600,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-968604f2,5.071300,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AWSDataTransfer,,5.950175,DataTransfer-Regional-Bytes,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-13342a56,8.854000,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-0a01d162,1.246600,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-001,3.050500,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonRDS,apicore-db-004,5.650800,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-7863c1aa,1.556500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-08debc74,11.705900,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonRDS,apicore-db-002,4.929500,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-8881f019,0.825100,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-792a4b04,6.575100,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonCloudFront,E00000700D325B,1.089000,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonCloudFront,E0000074909B06,0.945300,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-ba77cb1b,3.644200,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonRDS,apicore-db-003,8.968800,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-535e2cae,1.891800,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AWSGlue,etl-pipeline-002,3.131500,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-000,3.944000,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonRDS,apicore-db-001,8.647900,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonRDS,apicore-db-000,8.930500,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AWSGlue,etl-pipeline-002,1.916000,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-22ba8dc2,6.332400,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonRDS,apicore-db-004,7.997700,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AWSGlue,etl-pipeline-000,1.792800,DPU-Hour:JobRun,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-8881f019,1.131900,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-13342a56,6.570200,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonCloudFront,E00000700D325B,1.227800,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-535e2cae,1.241300,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonCloudWatch,log-group-devops-logs-000,0.888500,PutLogEvents,,platform,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonCloudFront,E00000FD294FC5,0.830500,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-4b0e41bb,3.557200,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AWSGlue,etl-pipeline-001,2.897100,DPU-Hour:JobRun,,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-364e911f,5.863400,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-15fd63ca,6.273200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-7863c1aa,2.196500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-364e911f,4.786200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-e279831e,3.099600,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AWSDataTransfer,,9.107704,DataTransfer-Regional-Bytes,,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonRDS,apicore-db-002,8.794100,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonCloudFront,E00000A470B5C8,0.932600,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonS3,orphan-bucket-001,0.379000,TimedStorage-ByteHrs,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AWSGlue,etl-pipeline-004,2.951100,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonRDS,apicore-db-002,6.272000,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonCloudWatch,log-group-devops-logs-001,0.706800,PutLogEvents,,platform,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonRDS,apicore-db-002,9.056600,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AWSGlue,etl-pipeline-002,2.957300,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AWSGlue,etl-pipeline-004,2.256900,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-6a1c236a,11.612500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-22ba8dc2,6.859700,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonRedshift,redshift-cluster-f710,13.628300,Node:dc2.large,,data,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-002,2.813700,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-968604f2,5.591100,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-c4db32dc,1.692700,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-001,4.393000,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonS3,mlops-fs-003,0.887600,TimedStorage-ByteHrs,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-3b6762d2,0.903000,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AWSLambda,mlops-infer-000,1.396000,Lambda-GB-Second,,ml,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonS3,mlops-fs-001,0.503800,TimedStorage-ByteHrs,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-cf3a4ea9,1.296300,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonS3,orphan-bucket-001,0.360700,TimedStorage-ByteHrs,,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-4c5db485,8.025100,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonS3,orphan-bucket-000,0.392600,TimedStorage-ByteHrs,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonRDS,apicore-db-003,7.914800,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonS3,mlops-fs-002,0.744700,TimedStorage-ByteHrs,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-002,2.763500,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonCloudWatch,log-group-devops-logs-002,0.744700,PutLogEvents,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AWSGlue,etl-pipeline-002,2.712700,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-6a1c236a,11.215800,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonRedshift,redshift-cluster-f710,10.910300,Node:dc2.large,,data,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonS3,mlops-fs-000,0.779800,TimedStorage-ByteHrs,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonCloudFront,E000009B480B07,1.104000,DataTransfer-Out-Bytes,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonRedshift,redshift-cluster-e3a2,15.421600,Node:dc2.large,,data,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-15740251,1.210600,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-f6558f02,3.556600,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonCloudFront,E00000FD294FC5,0.801500,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-968604f2,4.426100,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonCloudFront,E00000700D325B,0.829400,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AWSGlue,etl-pipeline-004,2.104600,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonRDS,apicore-db-003,8.604100,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-22ba8dc2,5.744300,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AWSGlue,etl-pipeline-001,2.777600,DPU-Hour:JobRun,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AWSLambda,mlops-infer-000,1.293900,Lambda-GB-Second,,ml,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonCloudFront,E0000074909B06,0.709900,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonCloudFront,E00000FD294FC5,1.059000,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonS3,orphan-bucket-000,0.225300,TimedStorage-ByteHrs,,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AWSGlue,etl-pipeline-000,2.955000,DPU-Hour:JobRun,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-3b6762d2,1.332800,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-792a4b04,9.863500,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonRedshift,redshift-cluster-f710,13.999800,Node:dc2.large,,data,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AWSGlue,etl-pipeline-004,2.594000,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AWSGlue,etl-pipeline-001,1.799100,DPU-Hour:JobRun,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-c4db32dc,1.731000,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-c4db32dc,1.645600,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AWSLambda,mlops-infer-002,1.758700,Lambda-GB-Second,,ml,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-15740251,0.834200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AWSGlue,etl-pipeline-003,2.633100,DPU-Hour:JobRun,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-0a01d162,0.904000,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-0a01d162,1.285600,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AWSLambda,mlops-infer-001,1.303500,Lambda-GB-Second,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-6a1c236a,9.413300,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonCloudWatch,log-group-devops-logs-003,0.641500,PutLogEvents,,platform,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonS3,mlops-fs-000,0.732100,TimedStorage-ByteHrs,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonRedshift,redshift-cluster-6484,10.728000,Node:dc2.large,,data,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-968604f2,4.312900,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-4c5db485,10.123600,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonRedshift,redshift-cluster-6484,13.673200,Node:dc2.large,,data,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonS3,mlops-fs-000,0.531000,TimedStorage-ByteHrs,,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonRDS,apicore-db-003,6.162100,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-002,4.623600,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-657b9664,1.115200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AWSGlue,etl-pipeline-000,2.896300,DPU-Hour:JobRun,,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AWSGlue,etl-pipeline-003,1.879500,DPU-Hour:JobRun,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonRDS,apicore-db-001,8.901300,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-22ba8dc2,5.878800,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonCloudFront,E00000A470B5C8,0.991200,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonCloudFront,E00000FD294FC5,0.798400,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonRedshift,redshift-cluster-6484,15.874900,Node:dc2.large,,data,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AWSLambda,mlops-infer-001,1.726100,Lambda-GB-Second,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonRDS,apicore-db-004,7.079400,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-08debc74,9.512600,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-15fd63ca,6.437500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-3b6762d2,1.261100,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-003,2.670700,AmazonEKS-Hours:cluster,,platform,prod
